artifact,scope,status,generator,evidence,notes,current_path,disposition
2.Source Code/produced_graph/spatial_feature_comparison_metrics.csv,artifact,generated_confirmed,2.Source Code/generate_spatial_feature_comparison.py,93 figure filename template; 4632-4664 savefig; 4837-4873 exact CSVs and to_csv; 4903-4904 audit to_csv; 4924-4925 final output_dir targets.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/spatial_feature_comparison_metrics.csv,retained
2.Source Code/produced_graph/spatial_feature_comparison_predictions.csv,artifact,generated_confirmed,2.Source Code/generate_spatial_feature_comparison.py,93 figure filename template; 4632-4664 savefig; 4837-4873 exact CSVs and to_csv; 4903-4904 audit to_csv; 4924-4925 final output_dir targets.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/spatial_feature_comparison_predictions.csv,retained
2.Source Code/produced_graph/spatial_feature_comparison_source_audit.csv,artifact,generated_confirmed,2.Source Code/generate_spatial_feature_comparison.py,93 figure filename template; 4632-4664 savefig; 4837-4873 exact CSVs and to_csv; 4903-4904 audit to_csv; 4924-4925 final output_dir targets.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/spatial_feature_comparison_source_audit.csv,retained
2.Source Code/produced_graph/spatial_feature_comparison_weight_diagnostics.csv,artifact,generated_confirmed,2.Source Code/generate_spatial_feature_comparison.py,93 figure filename template; 4632-4664 savefig; 4837-4873 exact CSVs and to_csv; 4903-4904 audit to_csv; 4924-4925 final output_dir targets.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/spatial_feature_comparison_weight_diagnostics.csv,retained
2.Source Code/produced_graph/spatial_feature_interpolation_audit.csv.gz,artifact,generated_confirmed,2.Source Code/generate_spatial_feature_comparison.py,93 figure filename template; 4632-4664 savefig; 4837-4873 exact CSVs and to_csv; 4903-4904 audit to_csv; 4924-4925 final output_dir targets.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/spatial_feature_interpolation_audit.csv.gz,retained
2.Source Code/produced_graph/spatial_feature_interpolation_summary.csv,artifact,generated_confirmed,2.Source Code/generate_spatial_feature_comparison.py,93 figure filename template; 4632-4664 savefig; 4837-4873 exact CSVs and to_csv; 4903-4904 audit to_csv; 4924-4925 final output_dir targets.,Writer coverage only; no training or reproduction executed. Audit generator_sha256 matches current script.,2.Source Code/produced_graph/spatial_feature_interpolation_summary.csv,retained
2.Source Code/produced_graph/strict_temporal_loco_area_macro_denominators.csv,artifact,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,47-54 FINAL_FILENAMES; 702-710 _write_dataframe/to_csv; 731-741 staging and audit to_csv; 751-752 publish.,Writer coverage only; no training or reproduction executed. Audit strict_generator_sha256 matches current script. Selected Windows 2.0.3 rerun on 2026-09-17; old bytes and hashes preserved in 0.Archived/2026-09-17_pre_windows203_loco/promotion_manifest.json.,2.Source Code/produced_graph/strict_temporal_loco_area_macro_denominators.csv,retained
2.Source Code/produced_graph/strict_temporal_loco_area_metrics.csv,artifact,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,47-54 FINAL_FILENAMES; 702-710 _write_dataframe/to_csv; 731-741 staging and audit to_csv; 751-752 publish.,Writer coverage only; no training or reproduction executed. Audit strict_generator_sha256 matches current script. Selected Windows 2.0.3 rerun on 2026-09-17; old bytes and hashes preserved in 0.Archived/2026-09-17_pre_windows203_loco/promotion_manifest.json.,2.Source Code/produced_graph/strict_temporal_loco_area_metrics.csv,retained
2.Source Code/produced_graph/strict_temporal_loco_fold_audit.csv,artifact,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,47-54 FINAL_FILENAMES; 702-710 _write_dataframe/to_csv; 731-741 staging and audit to_csv; 751-752 publish.,Writer coverage only; no training or reproduction executed. Audit strict_generator_sha256 matches current script. Selected Windows 2.0.3 rerun on 2026-09-17; old bytes and hashes preserved in 0.Archived/2026-09-17_pre_windows203_loco/promotion_manifest.json.,2.Source Code/produced_graph/strict_temporal_loco_fold_audit.csv,retained
2.Source Code/produced_graph/strict_temporal_loco_forecasting_predictions.csv,artifact,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,47-54 FINAL_FILENAMES; 702-710 _write_dataframe/to_csv; 731-741 staging and audit to_csv; 751-752 publish.,Writer coverage only; no training or reproduction executed. Audit strict_generator_sha256 matches current script. Selected Windows 2.0.3 rerun on 2026-09-17; old bytes and hashes preserved in 0.Archived/2026-09-17_pre_windows203_loco/promotion_manifest.json.,2.Source Code/produced_graph/strict_temporal_loco_forecasting_predictions.csv,retained
2.Source Code/produced_graph/strict_temporal_loco_micro_metrics.csv,artifact,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,47-54 FINAL_FILENAMES; 702-710 _write_dataframe/to_csv; 731-741 staging and audit to_csv; 751-752 publish.,Writer coverage only; no training or reproduction executed. Audit strict_generator_sha256 matches current script. Selected Windows 2.0.3 rerun on 2026-09-17; old bytes and hashes preserved in 0.Archived/2026-09-17_pre_windows203_loco/promotion_manifest.json.,2.Source Code/produced_graph/strict_temporal_loco_micro_metrics.csv,retained
2.Source Code/produced_graph/strict_temporal_loco_nowcasting_predictions.csv,artifact,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,47-54 FINAL_FILENAMES; 702-710 _write_dataframe/to_csv; 731-741 staging and audit to_csv; 751-752 publish.,Writer coverage only; no training or reproduction executed. Audit strict_generator_sha256 matches current script. Selected Windows 2.0.3 rerun on 2026-09-17; old bytes and hashes preserved in 0.Archived/2026-09-17_pre_windows203_loco/promotion_manifest.json.,2.Source Code/produced_graph/strict_temporal_loco_nowcasting_predictions.csv,retained
2.Source Code/produced_graph/strict_temporal_loco_skipped_folds.csv,artifact,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,47-54 FINAL_FILENAMES; 702-710 _write_dataframe/to_csv; 731-741 staging and audit to_csv; 751-752 publish.,Writer coverage only; no training or reproduction executed. Audit strict_generator_sha256 matches current script. Selected Windows 2.0.3 rerun on 2026-09-17; old bytes and hashes preserved in 0.Archived/2026-09-17_pre_windows203_loco/promotion_manifest.json.,2.Source Code/produced_graph/strict_temporal_loco_skipped_folds.csv,retained
2.Source Code/produced_graph/strict_temporal_loco_source_audit.csv,artifact,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,47-54 FINAL_FILENAMES; 702-710 _write_dataframe/to_csv; 731-741 staging and audit to_csv; 751-752 publish.,Writer coverage only; no training or reproduction executed. Audit strict_generator_sha256 matches current script. Selected Windows 2.0.3 rerun on 2026-09-17; old bytes and hashes preserved in 0.Archived/2026-09-17_pre_windows203_loco/promotion_manifest.json.,2.Source Code/produced_graph/strict_temporal_loco_source_audit.csv,retained
2.Source Code/produced_graph/variable_missingness_balance.csv,artifact,generated_confirmed,2.Source Code/generate_variable_missingness_balance.py:208,"Exact OUTPUT_PATH :15; report.to_csv(OUTPUT_PATH, index=False, float_format=""%.12g"").","Exact filename and root produced_graph destination; static writer coverage only, no regeneration.",2.Source Code/produced_graph/variable_missingness_balance.csv,retained
2.Source Code/shap_values_forecasting_phase3_phase4_colored.jpg,artifact,notebook_export_author_confirmed,2.Source Code/Figure2_Feature_Importance_Forecasting.ipynb,"Figure2_Feature_Importance_Forecasting.ipynb zero-based cell 5, source line 92: plt.savefig('produced_graph/shap_values_forecasting_phase3_phase4_colored.jpg', ...). Author confirmed notebook export on 2026-09-15.",Notebook provenance confirmed by author; present writer targets produced_graph/. Root and produced_graph copies differ in bytes; exact historical run/version not established. Not a missing-script finding.,2.Source Code/shap_values_forecasting_phase3_phase4_colored.jpg,retained
2.Source Code/shap_values_grouped_horizontal_bars.jpg,artifact,notebook_export_author_confirmed,2.Source Code/Figure2_Feature_Importance_Forecasting.ipynb,"Figure2_Feature_Importance_Forecasting.ipynb zero-based cell 6, source line 37: plt.savefig('produced_graph/shap_values_grouped_horizontal_bars.jpg', ...). Author confirmed notebook export on 2026-09-15.",Notebook provenance confirmed by author; present writer targets produced_graph/. Root and produced_graph copies differ in bytes; exact historical run/version not established. Not a missing-script finding.,2.Source Code/shap_values_grouped_horizontal_bars.jpg,retained
2.Source Code/produced_graph/leave_one_country_out_country_metrics.csv,artifact,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2026-09-17 promotion_manifest.json: SHA256-bound copy of completed Windows 2.0.3 rerun.,Nowcasting row represents contemporaneous LOCO using Nowcasting dataset; old result retained in September 8 archive.,2.Source Code/produced_graph/leave_one_country_out_country_metrics.csv,restored_new_rerun
2.Source Code/produced_graph/leave_one_country_out_forecasting_predictions.csv,artifact,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2026-09-17 promotion_manifest.json: SHA256-bound copy of completed Windows 2.0.3 rerun.,Nowcasting row represents contemporaneous LOCO using Nowcasting dataset; old result retained in September 8 archive.,2.Source Code/produced_graph/leave_one_country_out_forecasting_predictions.csv,restored_new_rerun
2.Source Code/produced_graph/leave_one_country_out_micro_metrics.csv,artifact,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2026-09-17 promotion_manifest.json: SHA256-bound copy of completed Windows 2.0.3 rerun.,Nowcasting row represents contemporaneous LOCO using Nowcasting dataset; old result retained in September 8 archive.,2.Source Code/produced_graph/leave_one_country_out_micro_metrics.csv,restored_new_rerun
2.Source Code/produced_graph/leave_one_country_out_nowcasting_predictions.csv,artifact,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2026-09-17 promotion_manifest.json: SHA256-bound copy of completed Windows 2.0.3 rerun.,Nowcasting row represents contemporaneous LOCO using Nowcasting dataset; old result retained in September 8 archive.,2.Source Code/produced_graph/leave_one_country_out_nowcasting_predictions.csv,restored_new_rerun
2.Source Code/produced_graph/leave_one_country_out_source_audit.csv,artifact,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2026-09-17 promotion_manifest.json: SHA256-bound copy of completed Windows 2.0.3 rerun.,Nowcasting row represents contemporaneous LOCO using Nowcasting dataset; old result retained in September 8 archive.,2.Source Code/produced_graph/leave_one_country_out_source_audit.csv,restored_new_rerun
2.Source Code/produced_graph/precision_recall_scatter_leave_one_country_out.jpg,artifact,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2026-09-17 promotion_manifest.json: SHA256-bound copy of completed Windows 2.0.3 rerun.,Nowcasting row represents contemporaneous LOCO using Nowcasting dataset; old result retained in September 8 archive.,2.Source Code/produced_graph/precision_recall_scatter_leave_one_country_out.jpg,restored_new_rerun
2.Source Code/produced_graph/precision_recall_scatter_leave_one_country_out.pdf,artifact,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2026-09-17 promotion_manifest.json: SHA256-bound copy of completed Windows 2.0.3 rerun.,Nowcasting row represents contemporaneous LOCO using Nowcasting dataset; old result retained in September 8 archive.,2.Source Code/produced_graph/precision_recall_scatter_leave_one_country_out.pdf,restored_new_rerun
2.Source Code/produced_graph/precision_recall_scatter_leave_one_country_out.png,artifact,generated_confirmed,2.Source Code/generate_leave_one_country_out_robustness.py,2026-09-17 promotion_manifest.json: SHA256-bound copy of completed Windows 2.0.3 rerun.,Nowcasting row represents contemporaneous LOCO using Nowcasting dataset; old result retained in September 8 archive.,2.Source Code/produced_graph/precision_recall_scatter_leave_one_country_out.png,restored_new_rerun
